score;motivo;id_a;desc_a;k55_a;origen_a;cat_a;prov_a;id_b;desc_b;k55_b;origen_b;cat_b;prov_b
0.700;revisar;7fa2f38d-bf43-4108-8213-7a961dac9df5;"Cupla Inoxidable 2""";1;k37_enero2026;TANQUES;Famiq;4d48101b-51dd-471c-b036-f5545a434b5e;"Cupla Inoxidable 3/4""";3;k37_enero2026;TANQUES;Famiq
0.700;revisar;1cd225a8-7247-4fa4-8ac2-4de9153355ff;"Ducto p/extractor de 3""";3;k37_enero2026;Carpintería / Exterior / Varios;Trimer;74c225a3-4816-4224-b441-3db8447f9e56;"Ducto p/extractor de 4""";0;k37_enero2026;Carpintería / Exterior / Varios;Trimer
0.700;revisar;87ea1a83-1b17-4dbb-81bb-305a82e08bab;"Entrerrosca 1"" bronce";2;k37_enero2026;Sanitarios / Griferías;Gaona;dfedeb19-e6a9-4b89-a9df-8ce94ded5967;"Entrerrosca 1/2"" bronce";4;k37_enero2026;Sanitarios / Griferías;Gaona
0.700;revisar;87ea1a83-1b17-4dbb-81bb-305a82e08bab;"Entrerrosca 1"" bronce";2;k37_enero2026;Sanitarios / Griferías;Gaona;8166e107-ae80-4e01-af04-b75662b81ce9;"Entrerrosca 1/2"" x 1/2"" bronce FLARE";0;k37_enero2026;Mecánica;Iriarte
0.700;revisar;87ea1a83-1b17-4dbb-81bb-305a82e08bab;"Entrerrosca 1"" bronce";2;k37_enero2026;Sanitarios / Griferías;Gaona;b0c65e7f-5040-4ab7-bdc9-8d1c72a2df3d;"Entrerrosca 1/4"" bronce";0;k37_enero2026;Mecánica;Iriarte
0.700;revisar;87ea1a83-1b17-4dbb-81bb-305a82e08bab;"Entrerrosca 1"" bronce";2;k37_enero2026;Sanitarios / Griferías;Gaona;916936d8-865a-4393-bb69-155ad254b08d;"Entrerrosca 3/4"" bronce";2;import_k55_excel;Sanitarios / Griferías;Casa Iriarte
0.700;revisar;92226c96-5ae8-4ce2-b786-d55e2a321dbe;"Filtro agua 1""";1;k37_enero2026;Mecánica;;56990c06-2345-4039-9743-b6be04711462;"Filtro agua 3/4""";2;import_k55_excel;Electricidad;Casa Iriarte
0.700;revisar;92226c96-5ae8-4ce2-b786-d55e2a321dbe;"Filtro agua 1""";1;k37_enero2026;Mecánica;;18c68ccb-4fdb-4c50-af42-1b332dc666e0;"Filtro de agua 1 1/2"" inox";0;k37_enero2026;Línea de eje;Abadie
0.700;revisar;c35cb2f0-17bc-46de-91a6-08af9d306709;"Manguera cristal alambre 1""";65;k37_enero2026;Sanitarios / Griferías;Rebollar;f7678623-410d-4e02-b299-ff72486dab9f;"Manguera cristal alambre 1/2""";0;k37_enero2026;Sanitarios / Griferías;Rebollar
0.700;revisar;c35cb2f0-17bc-46de-91a6-08af9d306709;"Manguera cristal alambre 1""";65;k37_enero2026;Sanitarios / Griferías;Rebollar;ff86736f-ccad-4a7d-86ff-1a1ef264f95b;"Manguera cristal alambre 3/4""";65;k37_enero2026;Mecánica;Rebollar
0.700;revisar;c35cb2f0-17bc-46de-91a6-08af9d306709;"Manguera cristal alambre 1""";65;k37_enero2026;Sanitarios / Griferías;Rebollar;e6185a35-96d0-429a-929a-962bfd355293;"Manguera cristal alambre 5/8""";0;k37_enero2026;Sanitarios / Griferías;Rebollar
0.700;revisar;f7678623-410d-4e02-b299-ff72486dab9f;"Manguera cristal alambre 1/2""";0;k37_enero2026;Sanitarios / Griferías;Rebollar;6a984479-40b7-4abe-8031-21a46f8cfd32;"Manguera cristal alambre 1½""";50;k37_enero2026;Sanitarios / Griferías;Rebollar
0.700;revisar;6a984479-40b7-4abe-8031-21a46f8cfd32;"Manguera cristal alambre 1½""";50;k37_enero2026;Sanitarios / Griferías;Rebollar;ff86736f-ccad-4a7d-86ff-1a1ef264f95b;"Manguera cristal alambre 3/4""";65;k37_enero2026;Mecánica;Rebollar
0.700;revisar;6a984479-40b7-4abe-8031-21a46f8cfd32;"Manguera cristal alambre 1½""";50;k37_enero2026;Sanitarios / Griferías;Rebollar;e6185a35-96d0-429a-929a-962bfd355293;"Manguera cristal alambre 5/8""";0;k37_enero2026;Sanitarios / Griferías;Rebollar
0.700;revisar;99af01d7-a758-40ab-90df-5583cd0dbd95;"Racor H a codo de 1 1/2"" plastico";5;import_k55_excel;Sanitarios / Griferías;Casa Iriarte;c3878c6d-e520-4d68-b75f-ea8cf3c40d7d;"Racor H a codo de 1"" plastico";12;import_k55_excel;Sanitarios / Griferías;Casa Iriarte
0.700;revisar;99af01d7-a758-40ab-90df-5583cd0dbd95;"Racor H a codo de 1 1/2"" plastico";5;import_k55_excel;Sanitarios / Griferías;Casa Iriarte;668fa92e-afb2-4924-8c98-858bb6bfe15c;"Racor M a codo de 1"" plastico";3;import_k55_excel;Sanitarios / Griferías;Casa Iriarte
0.700;revisar;99af01d7-a758-40ab-90df-5583cd0dbd95;"Racor H a codo de 1 1/2"" plastico";5;import_k55_excel;Sanitarios / Griferías;Casa Iriarte;85ca5b29-7008-4a34-a701-5406c399cc6b;"Racor M de 1"" plastico";5;import_k55_excel;Sanitarios / Griferías;Casa Iriarte
0.700;revisar;c3878c6d-e520-4d68-b75f-ea8cf3c40d7d;"Racor H a codo de 1"" plastico";12;import_k55_excel;Sanitarios / Griferías;Casa Iriarte;d487f214-b286-4bc2-92ad-7ca26e4eca97;"Racor H a codo de 1/2"" plastico";5;import_k55_excel;Sanitarios / Griferías;Casa Iriarte
0.700;revisar;c3878c6d-e520-4d68-b75f-ea8cf3c40d7d;"Racor H a codo de 1"" plastico";12;import_k55_excel;Sanitarios / Griferías;Casa Iriarte;1423da69-292c-43c4-8c4b-dceca50aebe2;"Racor H a codo de 3/4"" plastico";3;import_k55_excel;Sanitarios / Griferías;Casa Iriarte
0.700;revisar;c3878c6d-e520-4d68-b75f-ea8cf3c40d7d;"Racor H a codo de 1"" plastico";12;import_k55_excel;Sanitarios / Griferías;Casa Iriarte;2a9c3070-55a5-41a1-987c-434b17d4c8ea;"Racor M a codo de 1/2"" plastico";8;import_k55_excel;Sanitarios / Griferías;Casa Iriarte
0.700;revisar;c3878c6d-e520-4d68-b75f-ea8cf3c40d7d;"Racor H a codo de 1"" plastico";12;import_k55_excel;Sanitarios / Griferías;Casa Iriarte;f3e88136-de87-43eb-8fdb-d01220710902;"Racor M a codo de 3/4"" plastico";2;import_k55_excel;Sanitarios / Griferías;Casa Iriarte
0.700;revisar;d487f214-b286-4bc2-92ad-7ca26e4eca97;"Racor H a codo de 1/2"" plastico";5;import_k55_excel;Sanitarios / Griferías;Casa Iriarte;668fa92e-afb2-4924-8c98-858bb6bfe15c;"Racor M a codo de 1"" plastico";3;import_k55_excel;Sanitarios / Griferías;Casa Iriarte
0.700;revisar;d487f214-b286-4bc2-92ad-7ca26e4eca97;"Racor H a codo de 1/2"" plastico";5;import_k55_excel;Sanitarios / Griferías;Casa Iriarte;85ca5b29-7008-4a34-a701-5406c399cc6b;"Racor M de 1"" plastico";5;import_k55_excel;Sanitarios / Griferías;Casa Iriarte
0.700;revisar;1423da69-292c-43c4-8c4b-dceca50aebe2;"Racor H a codo de 3/4"" plastico";3;import_k55_excel;Sanitarios / Griferías;Casa Iriarte;668fa92e-afb2-4924-8c98-858bb6bfe15c;"Racor M a codo de 1"" plastico";3;import_k55_excel;Sanitarios / Griferías;Casa Iriarte
0.700;revisar;1423da69-292c-43c4-8c4b-dceca50aebe2;"Racor H a codo de 3/4"" plastico";3;import_k55_excel;Sanitarios / Griferías;Casa Iriarte;85ca5b29-7008-4a34-a701-5406c399cc6b;"Racor M de 1"" plastico";5;import_k55_excel;Sanitarios / Griferías;Casa Iriarte
0.700;revisar;668fa92e-afb2-4924-8c98-858bb6bfe15c;"Racor M a codo de 1"" plastico";3;import_k55_excel;Sanitarios / Griferías;Casa Iriarte;2a9c3070-55a5-41a1-987c-434b17d4c8ea;"Racor M a codo de 1/2"" plastico";8;import_k55_excel;Sanitarios / Griferías;Casa Iriarte
0.700;revisar;668fa92e-afb2-4924-8c98-858bb6bfe15c;"Racor M a codo de 1"" plastico";3;import_k55_excel;Sanitarios / Griferías;Casa Iriarte;f3e88136-de87-43eb-8fdb-d01220710902;"Racor M a codo de 3/4"" plastico";2;import_k55_excel;Sanitarios / Griferías;Casa Iriarte
0.700;revisar;2a9c3070-55a5-41a1-987c-434b17d4c8ea;"Racor M a codo de 1/2"" plastico";8;import_k55_excel;Sanitarios / Griferías;Casa Iriarte;85ca5b29-7008-4a34-a701-5406c399cc6b;"Racor M de 1"" plastico";5;import_k55_excel;Sanitarios / Griferías;Casa Iriarte
0.700;revisar;f3e88136-de87-43eb-8fdb-d01220710902;"Racor M a codo de 3/4"" plastico";2;import_k55_excel;Sanitarios / Griferías;Casa Iriarte;85ca5b29-7008-4a34-a701-5406c399cc6b;"Racor M de 1"" plastico";5;import_k55_excel;Sanitarios / Griferías;Casa Iriarte
0.700;revisar;85ca5b29-7008-4a34-a701-5406c399cc6b;"Racor M de 1"" plastico";5;import_k55_excel;Sanitarios / Griferías;Casa Iriarte;cb050c93-4887-4da3-a5c9-159ba60fb2e2;"Racor M de 1/2"" plastico";2;import_k55_excel;Sanitarios / Griferías;
0.700;revisar;85ca5b29-7008-4a34-a701-5406c399cc6b;"Racor M de 1"" plastico";5;import_k55_excel;Sanitarios / Griferías;Casa Iriarte;f0ee8532-c1d6-4bd3-b8f7-de12839abb0e;"Racor M de 3/4"" plastico";7;import_k55_excel;Sanitarios / Griferías;Casa Iriarte
0.700;revisar;85ca5b29-7008-4a34-a701-5406c399cc6b;"Racor M de 1"" plastico";5;import_k55_excel;Sanitarios / Griferías;Casa Iriarte;9b83346f-06ef-4a6d-a05d-399077dcdd18;"Racor macho 1""x3/4"" plástico";0;k37_enero2026;Sanitarios / Griferías;Iriarte
0.700;revisar;ee4907f6-c15e-476c-bacf-a4981ba991ef;Rejilla D60 Obturable Negra - Calefactor Autoterm;4;import_k55_excel;Sanitarios / Griferías;Baron;b2830c16-2f31-4bb0-9b7e-60368c734e8b;Rejilla D90 Obturable Negra - Calefactor Autoterm;5;import_k55_excel;Sanitarios / Griferías;Baron
0.700;revisar;737e57e3-9656-4111-bdf3-191d4362c7c5;Sensor agua 115cm;2;import_k55_excel;Electricidad;Flojumar;e642376a-416a-4c0c-9c89-3fa3d260a3c6;"Sensor agua 8""";0;k37_enero2026;Mecánica;Baron
0.700;revisar;46b7c591-8e31-4943-b576-e8beb2ded1b6;"TV 32"" Hd H5000 Smart";1;import_k55_excel;Electricidad;;5abeafdc-f75b-4ebe-a000-880cfe189716;"TV 32"" Smart";0;k37_enero2026;Electricidad;
0.700;revisar;ea15a6a2-1a99-44c3-9b1e-873c08f9b4b0;"Toma pasacasco 1 1/2"" bronce";6;k37_enero2026;Sanitarios / Griferías;Iriarte;0d3ba5ed-e6e9-41f5-938a-77a20437cad0;"Toma pasacasco 1"" bronce";9;k37_enero2026;Mecánica;Iriarte
0.700;revisar;ea15a6a2-1a99-44c3-9b1e-873c08f9b4b0;"Toma pasacasco 1 1/2"" bronce";6;k37_enero2026;Sanitarios / Griferías;Iriarte;6fec5c85-30b4-4b68-940c-55ef4c1db1a6;"Toma pasacasco 2"" bronce";0;k37_enero2026;Mecánica;Iriarte
0.700;revisar;d8c5b7f3-be45-473e-801d-56d5f739106d;"Toma pasacasco 1 1/4"" bronce";0;k37_enero2026;Mecánica;Iriarte;0d3ba5ed-e6e9-41f5-938a-77a20437cad0;"Toma pasacasco 1"" bronce";9;k37_enero2026;Mecánica;Iriarte
0.700;revisar;0d3ba5ed-e6e9-41f5-938a-77a20437cad0;"Toma pasacasco 1"" bronce";9;k37_enero2026;Mecánica;Iriarte;6fec5c85-30b4-4b68-940c-55ef4c1db1a6;"Toma pasacasco 2"" bronce";0;k37_enero2026;Mecánica;Iriarte
0.700;revisar;0d3ba5ed-e6e9-41f5-938a-77a20437cad0;"Toma pasacasco 1"" bronce";9;k37_enero2026;Mecánica;Iriarte;4b5668ec-7f50-4c9d-9893-6e729e249c9a;"Toma pasacasco 3/4"" bronce";6;k37_enero2026;Sanitarios / Griferías;Iriarte
0.700;revisar;6fec5c85-30b4-4b68-940c-55ef4c1db1a6;"Toma pasacasco 2"" bronce";0;k37_enero2026;Mecánica;Iriarte;4b5668ec-7f50-4c9d-9893-6e729e249c9a;"Toma pasacasco 3/4"" bronce";6;k37_enero2026;Sanitarios / Griferías;Iriarte
0.700;revisar;c878cad9-cff6-4ca9-8c5c-04707c93dfce;"Valvula de un solo sentido para bombas de achique 1 1/2""";2;import_k55_excel;Sanitarios / Griferías;Casa Iriarte;c3f8e2f9-83b7-4e97-977a-e03b490d4bd5;"Valvula de un solo sentido para bombas de achique 1""";4;import_k55_excel;Sanitarios / Griferías;Casa Iriarte
0.700;revisar;48c22565-86af-46cb-8137-68a085227de7;"Válvula esférica 1 1/2"" HH";0;k37_enero2026;Sanitarios / Griferías;Gaona;f750313f-4ad7-48a6-98e7-da5609999787;"Válvula esférica 1"" HH";1;k37_enero2026;Mecánica;Gaona
0.700;revisar;7adeaffb-bf55-4ed6-a1f4-df56942b21a8;"Válvula esférica 1 1/4"" HH";0;k37_enero2026;Mecánica;Gaona;f750313f-4ad7-48a6-98e7-da5609999787;"Válvula esférica 1"" HH";1;k37_enero2026;Mecánica;Gaona
0.700;revisar;f750313f-4ad7-48a6-98e7-da5609999787;"Válvula esférica 1"" HH";1;k37_enero2026;Mecánica;Gaona;57ebb90c-239a-4bc1-b945-69f63dd9eda8;"Válvula esférica 1/2"" HH";9;k37_enero2026;Mecánica;Gaona
0.700;revisar;f750313f-4ad7-48a6-98e7-da5609999787;"Válvula esférica 1"" HH";1;k37_enero2026;Mecánica;Gaona;775705e6-0396-40cf-9b5a-c381f382b1ef;"Válvula esférica 2"" HH";0;k37_enero2026;Mecánica;Gaona
0.700;revisar;f750313f-4ad7-48a6-98e7-da5609999787;"Válvula esférica 1"" HH";1;k37_enero2026;Mecánica;Gaona;41d63574-fe31-4cf4-97d2-04fe7dfdca5b;"Válvula esférica 3/4"" HH";2;import_k55_excel;Sanitarios / Griferías;Casa Iriarte
0.700;revisar;57ebb90c-239a-4bc1-b945-69f63dd9eda8;"Válvula esférica 1/2"" HH";9;k37_enero2026;Mecánica;Gaona;775705e6-0396-40cf-9b5a-c381f382b1ef;"Válvula esférica 2"" HH";0;k37_enero2026;Mecánica;Gaona
0.700;revisar;775705e6-0396-40cf-9b5a-c381f382b1ef;"Válvula esférica 2"" HH";0;k37_enero2026;Mecánica;Gaona;41d63574-fe31-4cf4-97d2-04fe7dfdca5b;"Válvula esférica 3/4"" HH";2;import_k55_excel;Sanitarios / Griferías;Casa Iriarte
